#item,x,y,dx,dy,label
0,45.7142857143,18.5714285714,28.0,26.0,1
1,93.9285714286,25.3571428571,24.0,28.0,1
2,138.928571429,26.4285714286,22.0,20.0,1
3,141.071428571,7.14285714286,22.0,20.0,1
4,128.571428571,4.28571428571,22.0,20.0,1
5,89.6428571429,113.214285714,22.0,20.0,1
6,238.214285714,253.214285714,22.0,20.0,1
7,263.928571429,279.285714286,22.0,20.0,1
8,99.2857142857,272.857142857,22.0,20.0,1
9,59.2857142857,174.285714286,20.0,18.0,1
10,160.0,112.857142857,22.0,20.0,1
11,165.0,102.142857143,22.0,20.0,1
