#item,x,y,dx,dy,label
0,183.684210526,75.7894736842,46.0,46.0,1
1,52.1052631579,178.421052632,36.0,36.0,1
2,18.9473684211,227.894736842,36.0,36.0,1
3,15.2631578947,105.789473684,52.0,44.0,1
4,21.0526315789,46.3157894737,38.0,40.0,1
5,53.1578947368,28.9473684211,34.0,36.0,1
6,145.789473684,22.6315789474,34.0,36.0,1
7,250.526315789,127.894736842,32.0,34.0,1
8,167.894736842,257.894736842,32.0,34.0,1
9,46.3157894737,269.473684211,46.0,30.0,1
10,1.05263157895,74.7368421053,36.0,34.0,1
11,111.052631579,32.6315789474,52.0,40.0,1
12,267.368421053,162.631578947,32.0,28.0,1
