#item,x,y,dx,dy,label
0,12.3076923077,2.30769230769,30.0,22.0,1
1,67.3076923077,48.8461538462,30.0,32.0,1
2,6.53846153846,106.923076923,28.0,30.0,1
3,45.0,90.3846153846,28.0,30.0,1
4,92.3076923077,110.769230769,22.0,28.0,1
5,1.92307692308,162.692307692,22.0,32.0,1
6,14.6153846154,196.153846154,20.0,24.0,1
7,186.538461538,180.384615385,26.0,24.0,1
8,230.384615385,179.615384615,26.0,24.0,1
9,218.846153846,202.307692308,32.0,28.0,1
10,242.692307692,10.0,32.0,28.0,1
11,260.0,1.15384615385,32.0,28.0,1
12,117.692307692,61.1538461538,20.0,22.0,1
