#item,x,y,dx,dy,label
0,0.47619047619,119.047619048,20.0,32.0,1
1,13.8095238095,104.285714286,28.0,32.0,1
2,63.8095238095,106.19047619,24.0,24.0,1
3,85.2380952381,128.095238095,28.0,28.0,1
4,70.0,163.333333333,28.0,28.0,1
5,24.7619047619,238.571428571,34.0,30.0,1
6,38.5714285714,256.666666667,36.0,36.0,1
7,61.9047619048,208.095238095,28.0,22.0,1
8,62.380952381,234.285714286,32.0,32.0,1
9,102.857142857,247.619047619,32.0,32.0,1
10,95.2380952381,93.8095238095,30.0,30.0,1
11,184.761904762,70.4761904762,28.0,28.0,1
12,177.142857143,120.476190476,28.0,28.0,1
13,137.619047619,160.0,30.0,22.0,1
14,145.238095238,276.666666667,28.0,22.0,1
