#item,x,y,dx,dy,label
0,122.142857143,125.714285714,24.0,30.0,1
1,116.785714286,165.357142857,30.0,28.0,1
2,140.0,240.0,22.0,26.0,1
3,215.0,212.142857143,22.0,26.0,1
4,74.6428571429,187.857142857,30.0,32.0,1
5,28.5714285714,194.642857143,30.0,28.0,1
6,28.5714285714,159.285714286,30.0,24.0,1
7,32.1428571429,135.714285714,30.0,26.0,1
8,55.3571428571,135.714285714,28.0,24.0,1
9,51.0714285714,111.071428571,24.0,24.0,1
10,10.7142857143,105.0,24.0,20.0,1
11,21.4285714286,46.4285714286,24.0,16.0,1
12,34.6428571429,3.92857142857,20.0,18.0,1
13,118.214285714,25.0,20.0,18.0,1
14,124.285714286,41.7857142857,26.0,26.0,1
15,137.142857143,16.7857142857,22.0,20.0,1
16,154.642857143,28.2142857143,22.0,20.0,1
17,213.928571429,43.2142857143,28.0,20.0,1
18,245.714285714,55.7142857143,26.0,26.0,1
19,227.5,80.3571428571,26.0,26.0,1
20,179.642857143,104.642857143,22.0,22.0,1
21,256.428571429,106.785714286,26.0,20.0,1
