#item,x,y,dx,dy,label
0,263.571428571,109.285714286,22.0,24.0,1
1,249.285714286,106.785714286,22.0,24.0,1
2,192.142857143,119.285714286,22.0,20.0,1
3,111.428571429,159.285714286,22.0,22.0,1
4,71.4285714286,180.357142857,22.0,22.0,1
5,53.9285714286,186.785714286,20.0,20.0,1
6,35.3571428571,210.714285714,20.0,20.0,1
7,40.3571428571,169.642857143,22.0,22.0,1
8,32.5,157.5,22.0,22.0,1
9,6.78571428571,166.785714286,22.0,22.0,1
10,48.2142857143,20.7142857143,22.0,22.0,1
11,151.071428571,65.7142857143,26.0,18.0,1
12,190.0,54.6428571429,26.0,18.0,1
13,183.214285714,69.2857142857,22.0,22.0,1
14,29.6428571429,70.7142857143,20.0,22.0,1
