#item,x,y,dx,dy,label
0,32.3076923077,130.384615385,28.0,28.0,1
1,140.769230769,259.615384615,32.0,36.0,1
2,206.153846154,211.153846154,32.0,36.0,1
3,163.846153846,193.076923077,32.0,24.0,1
4,200.769230769,155.0,28.0,38.0,1
5,218.461538462,178.846153846,28.0,26.0,1
6,231.923076923,244.615384615,28.0,26.0,1
7,177.692307692,233.846153846,26.0,24.0,1
8,188.461538462,91.1538461538,20.0,22.0,1
9,186.153846154,49.6153846154,28.0,22.0,1
10,205.384615385,34.2307692308,30.0,22.0,1
11,251.153846154,17.6923076923,26.0,28.0,1
