#item,x,y,dx,dy,label
0,47.8571428571,139.285714286,34.0,28.0,1
1,50.0,147.142857143,34.0,28.0,1
2,19.2857142857,146.785714286,34.0,28.0,1
3,129.642857143,39.2857142857,18.0,20.0,1
4,139.642857143,46.7857142857,24.0,26.0,1
5,184.285714286,153.214285714,28.0,30.0,1
6,167.5,178.214285714,32.0,24.0,1
7,168.571428571,202.142857143,36.0,32.0,1
8,206.428571429,243.214285714,32.0,28.0,1
9,156.071428571,260.714285714,32.0,28.0,1
10,256.428571429,206.428571429,32.0,28.0,1
11,275.0,193.214285714,22.0,34.0,1
12,216.428571429,72.8571428571,26.0,24.0,1
