#item,x,y,dx,dy,label
0,3.84615384615,5.38461538462,30.0,24.0,1
1,73.8461538462,16.9230769231,26.0,22.0,1
2,45.7692307692,117.307692308,34.0,32.0,1
3,35.3846153846,143.461538462,26.0,30.0,1
4,34.6153846154,163.461538462,26.0,30.0,1
5,0.384615384615,145.769230769,34.0,30.0,1
6,33.0769230769,191.538461538,20.0,28.0,1
7,68.8461538462,232.307692308,22.0,30.0,1
8,116.153846154,121.153846154,26.0,26.0,1
9,104.615384615,91.5384615385,30.0,30.0,1
10,119.230769231,144.230769231,26.0,32.0,1
11,135.769230769,123.076923077,40.0,26.0,1
12,146.923076923,145.0,26.0,26.0,1
13,166.538461538,131.923076923,26.0,26.0,1
14,144.230769231,95.0,34.0,26.0,1
15,180.0,90.0,32.0,30.0,1
16,218.076923077,266.538461538,22.0,18.0,1
17,24.2307692308,21.5384615385,24.0,22.0,1
