#item,x,y,dx,dy,label
0,264.285714286,244.285714286,28.0,28.0,1
1,249.642857143,236.785714286,28.0,26.0,1
2,238.214285714,251.428571429,32.0,26.0,1
3,246.428571429,279.642857143,28.0,20.0,1
4,181.428571429,278.214285714,28.0,20.0,1
5,157.5,253.214285714,28.0,24.0,1
6,146.428571429,230.0,30.0,26.0,1
7,133.571428571,251.071428571,30.0,26.0,1
8,105.0,221.071428571,24.0,20.0,1
9,86.4285714286,119.285714286,26.0,22.0,1
10,1.42857142857,82.8571428571,26.0,32.0,1
11,35.3571428571,279.285714286,26.0,20.0,1
