#item,x,y,dx,dy,label
0,20.9523809524,93.8095238095,32.0,28.0,1
1,55.7142857143,90.4761904762,34.0,26.0,1
2,42.8571428571,30.4761904762,26.0,30.0,1
3,24.7619047619,2.85714285714,32.0,28.0,1
4,113.80952381,0.47619047619,26.0,18.0,1
5,130.952380952,49.5238095238,28.0,30.0,1
6,164.761904762,40.0,32.0,26.0,1
7,196.19047619,42.8571428571,28.0,32.0,1
8,188.571428571,14.7619047619,24.0,28.0,1
9,225.714285714,43.8095238095,24.0,28.0,1
10,247.142857143,52.8571428571,24.0,24.0,1
11,12.380952381,173.80952381,22.0,26.0,1
12,80.9523809524,170.952380952,20.0,24.0,1
13,24.7619047619,220.0,24.0,20.0,1
14,69.5238095238,236.666666667,26.0,22.0,1
15,91.9047619048,246.19047619,28.0,24.0,1
16,153.333333333,161.904761905,28.0,30.0,1
17,172.380952381,157.619047619,36.0,26.0,1
18,213.80952381,171.904761905,28.0,32.0,1
19,93.8095238095,93.8095238095,30.0,22.0,1
20,193.80952381,78.5714285714,22.0,20.0,1
21,92.8571428571,176.666666667,22.0,20.0,1
22,268.571428571,61.9047619048,26.0,24.0,1
