#item,x,y,dx,dy,label
0,57.8947368421,203.684210526,28.0,24.0,1
1,107.368421053,193.684210526,24.0,24.0,1
2,104.736842105,213.157894737,24.0,24.0,1
3,91.5789473684,212.105263158,24.0,24.0,1
4,83.6842105263,216.315789474,20.0,20.0,1
5,146.842105263,187.368421053,26.0,26.0,1
6,133.157894737,168.421052632,24.0,24.0,1
7,264.210526316,74.7368421053,30.0,30.0,1
8,113.157894737,21.0526315789,26.0,26.0,1
9,60.0,7.89473684211,22.0,22.0,1
10,43.1578947368,8.42105263158,22.0,22.0,1
11,143.157894737,34.2105263158,24.0,24.0,1
12,93.1578947368,7.89473684211,20.0,20.0,1
13,27.3684210526,184.210526316,30.0,22.0,1
14,224.736842105,24.7368421053,20.0,20.0,1
15,212.631578947,35.7894736842,28.0,28.0,1
