#item,x,y,dx,dy,label
0,123.333333333,237.619047619,30.0,22.0,1
1,130.0,249.047619048,36.0,38.0,1
2,148.095238095,239.523809524,36.0,38.0,1
3,111.904761905,226.19047619,34.0,32.0,1
4,100.476190476,154.285714286,26.0,26.0,1
5,85.7142857143,169.523809524,28.0,22.0,1
6,106.19047619,180.952380952,26.0,32.0,1
7,137.142857143,175.238095238,26.0,32.0,1
8,143.80952381,167.142857143,26.0,22.0,1
9,155.714285714,147.142857143,26.0,22.0,1
10,140.0,136.666666667,26.0,18.0,1
11,120.0,150.476190476,26.0,18.0,1
12,1.42857142857,86.6666666667,24.0,26.0,1
13,15.2380952381,174.761904762,24.0,22.0,1
14,277.142857143,87.619047619,22.0,24.0,1
15,94.2857142857,76.1904761905,20.0,26.0,1
